0,1,2,3,4,5,6,7
BMY,Île Art - Waala Airport,Waala,New Caledonia,-19.72060013,163.6609955,Pacific/Noumea,U
BNB,Boende Airport,Boende,Congo (Kinshasa),-0.216999993,20.85000038,-,U
BND,Bandar Abbas International Airport,Bandar Abbas,Iran,27.21829987,56.37779999,Asia/Tehran,E
BNG,Banning Municipal Airport,Banning,United States,33.92309952,-116.8509979,-,A
BNJ,Bonn-Hangelar Airport,Sankt-Augustin,Germany,50.76889038,7.163332939,-,E
BNM,Bodinumu Airport,Bodinumu,Papua New Guinea,-9.107777778,147.6667222,-,N
BNO,Burns Municipal Airport,Burns,United States,43.59189987,-118.9550018,America/Los_Angeles,A
BNS,Barinas Airport,Barinas,Venezuela,8.615,-70.21416667,America/Caracas,U
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.94139862,17.29750061,Europe/Sarajevo,E
BOB,Bora Bora Airport,Bora Bora,French Polynesia,-16.44440079,-151.7510071,Pacific/Tahiti,U
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,44.82830048,-0.715556026,Europe/Paris,E
BOH,Bournemouth Airport,Bournemouth,United Kingdom,50.77999878,-1.842499971,Europe/London,E
BOJ,Burgas Airport,Bourgas,Bulgaria,42.56959915,27.51519966,Europe/Sofia,E
BON,Flamingo International Airport,Kralendijk,Netherlands Antilles,12.13099957,-68.26850128,America/Curacao,U
BOR,Fontaine Airport,Belfort,France,47.6556015,7.010829926,Europe/Paris,E
BOU,Bourges Airport,Bourges,France,47.05810165,2.370280027,Europe/Paris,E
BOX,Borroloola Airport,Borroloola,Australia,-16.07530022,136.302002,-,O
BPC,Bamenda Airport,Bamenda,Cameroon,6.039239883,10.1225996,Africa/Douala,N
BPF,Batuna Aerodrome,Batuna,Solomon Islands,-8.562027778,158.1193056,Pacific/Guadalcanal,U
BPH,Bislig Airport,,Philippines,8.195949554,126.3219986,-,-
BPL,Alashankou Bole (Bortala) airport,Bole,China,44.895,82.3,-,N
BPN,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,-1.268270016,116.8939972,Asia/Makassar,N
BPT,Southeast Texas Regional Airport,Beaumont,United States,29.95079994,-94.02069855,America/Chicago,A
BPY,Besalampy Airport,Besalampy,Madagascar,-16.7445303,44.48248386,Indian/Antananarivo,U
BQB,Busselton Regional Airport,Brusselton,Australia,-33.68842316,115.4015961,Australia/Perth,O
BQG,Bogorodskoye Airport,Bogorodskoe,Russia,52.38,140.448,-,U
BQJ,Batagay Airport,Batagay,Russia,67.64800262,134.6950073,Asia/Vladivostok,N
BQL,Boulia Airport,Boulia,Australia,-22.91329956,139.8999939,Australia/Brisbane,O
BQS,Ignatyevo Airport,Blagoveschensk,Russia,50.42539978,127.4120026,Asia/Yakutsk,N
BQU,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,12.98840046,-61.26200104,America/St_Vincent,U
BRC,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-41.151199,-71.157501,America/Argentina/Salta,N
BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731,Europe/Berlin,E
BRK,Bourke Airport,Bourke,Australia,-30.03919983,145.9519958,Australia/Sydney,O
BRM,Barquisimeto International Airport,Barquisimeto,Venezuela,10.04274654,-69.35861969,America/Caracas,U
BRO,Brownsville South Padre Island International Airport,Brownsville,United States,25.90679932,-97.42590332,America/Chicago,A
BRR,Barra Airport,Barra,United Kingdom,57.0228,-7.44306,Europe/London,E
BRT,Bathurst Island Airport,Bathurst Island,Australia,-11.76920033,130.6199951,Australia/Darwin,U
BRV,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778,Europe/Berlin,E
BRX,Maria Montez International Airport,Barahona,Dominican Republic,18.25149918,-71.12039948,America/Santo_Domingo,U
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359,America/Sao_Paulo,S
BSD,Baoshan Yunduan Airport,Baoshan,China,25.053301,99.168297,Asia/Shanghai,U
BSG,Bata Airport,Bata,Equatorial Guinea,1.905470014,9.805680275,Africa/Malabo,N
BSK,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228,Africa/Algiers,N
BSO,Basco Airport,Basco,Philippines,20.4513,121.980003,-,N
BST,Bost Airport,Lashkar Gah,Afghanistan,31.55970001,64.36499786,Asia/Kabul,U
BSX,Pathein Airport,Pathein,Burma,16.815201,94.7799,Asia/Rangoon,U
BTE,Sherbro International Airport,Bonthe,Sierra Leone,7.532420158,-12.51889992,Africa/Freetown,N
BTI,Barter Island LRRS Airport,Barter Island,United States,70.13400269,-143.5820007,America/Anchorage,A
BTK,Bratsk Airport,Bratsk,Russia,56.37060165,101.697998,Asia/Irkutsk,N
BTM,Bert Mooney Airport,Butte,United States,45.95479965,-112.4970016,America/Denver,A
BTS,M. R. Štefánik Airport,Bratislava,Slovakia,48.17020035,17.21269989,Europe/Bratislava,E
BTU,Bintulu Airport,Bintulu,Malaysia,3.123850107,113.0199966,Asia/Kuala_Lumpur,N
BTW,Batu Licin Airport,Batu Licin,Indonesia,-3.412410021,115.9950027,Asia/Makassar,N
BUA,Buka Airport,Buka Island,Papua New Guinea,-5.422319889,154.6730042,Pacific/Port_Moresby,U
BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093,Europe/Budapest,E
BUG,Benguela Airport,Benguela,Angola,-12.60900021,13.40369987,Africa/Luanda,N
BUJ,Bou Saada Airport,Bou Saada,Algeria,35.33250046,4.206389904,Africa/Algiers,N
BUN,Gerardo Tobar López Airport,Buenaventura,Colombia,3.81963,-76.9898,America/Bogota,U
BUP,Bhatinda Air Force Station,Bhatinda,India,30.27009964,74.75579834,Asia/Calcutta,N
BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012,America/Los_Angeles,A
BUT,Bathpalathang Airport,Jakar,Bhutan,27.5622,90.7471,-,N
BUW,Betoambari Airport,Bau-Bau,Indonesia,-5.486879826,122.5690002,-,N
BUY,Bunbury Airport,Bunbury,Australia,-33.37829971,115.677002,-,U
BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094,Europe/Paris,E
BVC,Rabil Airport,Boa Vista,Cape Verde,16.1364994,-22.88890076,Atlantic/Cape_Verde,U
BVG,Berlevåg Airport,Berlevag,Norway,70.871399,29.034201,Europe/Oslo,E
BVI,Birdsville Airport,Birdsville,Australia,-25.89749908,139.3480072,Australia/Brisbane,O
BVY,Beverly Municipal Airport,Beverly,United States,42.58420181,-70.91649628,America/New_York,A
BWB,Barrow Island Airport,Barrow Island,Australia,-20.86440086,115.4059982,Australia/Perth,U
BWF,Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675,Europe/London,E
BWH,Butterworth Airport,Butterworth,Malaysia,5.465919971,100.3909988,Asia/Kuala_Lumpur,N
BWK,Bol Airport,Brac,Croatia,43.28570175,16.67970085,Europe/Zagreb,E
BWO,Balakovo Airport,Balakovo,Russia,51.85829926,47.74560165,Europe/Moscow,N
BWT,Wynyard Airport,Burnie,Australia,-40.99890137,145.7310028,Australia/Melbourne,O
BWW,Las Brujas Airport,Cayo Santa Maria,Cuba,22.62129974,-79.14720154,-,A
BXB,Babo Airport,Babo,Indonesia,-2.532239914,133.4389954,Asia/Jayapura,N
BXG,Bendigo Airport,Bendigo,Australia,-36.73939896,144.3300018,Australia/Hobart,U
BXK,Buckeye Municipal Airport,Buckeye,United States,33.42039871,-112.685997,America/Phoenix,U
BXO,Buochs Airport,Buochs,Switzerland,46.974444,8.396944,Europe/Zurich,E
BXR,Bam Airport,Bam,Iran,29.08419991,58.45000076,Asia/Tehran,E
BXY,Krainiy Airport,Baikonur,Kazakhstan,45.621994,63.210773,Asia/Qyzylorda,U
BYF,Albert-Bray Airport,Albert,France,49.9715004,2.697659969,Europe/Paris,E
BYI,Burley Municipal Airport,Burley,United States,42.54259872,-113.7720032,-,-
BYK,Bouaké Airport,Bouake,Cote d'Ivoire,7.738800049,-5.07366991,Africa/Abidjan,N
BYN,Bayankhongor Airport,Bayankhongor,Mongolia,46.16329956,100.7040024,Asia/Ulaanbaatar,U
BYP,Barimunya Airport,Barimunya,Australia,-22.6739006,119.1660004,-,N
BYR,Læsø Airport,Laeso,Denmark,57.27719879,11.00010014,Europe/Copenhagen,E
BYT,Bantry Aerodrome,Bantry,Ireland,51.66859818,-9.48416996,Europe/Dublin,E
BZA,San Pedro Airport,Bonanza,Nicaragua,13.94999981,-84.59999847,America/Managua,U
BZD,Balranald Airport,,Australia,-34.62360001,143.5780029,-,-
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.09680176,17.97769928,Europe/Warsaw,E
BZI,Balıkesir Merkez Airport,Balikesir,Turkey,39.61930084,27.9260006,Europe/Istanbul,E
BZL,Barisal Airport,Barisal,Bangladesh,22.8010006,90.30120087,Asia/Dhaka,U
BZO,Bolzano Airport,Bolzano,Italy,46.460201,11.3264,Europe/Rome,E
BZU,Buta Zega Airport,Buta Zega,Congo (Kinshasa),2.818350077,24.79369926,Africa/Lubumbashi,U
BZY,Bălți International Airport,Saltsy,Moldova,47.843056,27.777222,Europe/Chisinau,E
CAB,Cabinda Airport,Cabinda,Angola,-5.596990108,12.18840027,Africa/Luanda,N
CAE,Columbia Metropolitan Airport,Columbia,United States,33.93880081,-81.11949921,America/New_York,A
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428,Europe/Rome,E
CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959,Africa/Cairo,U
CAK,Akron Canton Regional Airport,Akron,United States,40.91609955,-81.44219971,America/New_York,A
CAN,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,Asia/Shanghai,U
CAQ,Juan H White Airport,Caucasia,Colombia,7.96847,-75.1985,America/Bogota,U
CAT,Cascais Airport,Cascais,Portugal,38.724998,-9.35523,Europe/Lisbon,E
CAW,Bartolomeu Lisandro Airport,Campos,Brazil,-21.69829941,-41.30170059,America/Sao_Paulo,S
CAY,Cayenne-Rochambeau Airport,Cayenne,French Guiana,4.819809914,-52.36040115,America/Cayenne,U
CBB,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.42110062,-66.17710114,America/La_Paz,U
CBE,Greater Cumberland Regional Airport,Cumberland,United States,39.61539841,-78.7609024,America/New_York,A
CBG,Cambridge Airport,Cambridge,United Kingdom,52.205002,0.175,Europe/London,E
CBJ,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.92900085,-71.64479828,America/Santo_Domingo,U
CBM,Columbus Air Force Base,Colombus,United States,33.64379883,-88.44380188,America/Chicago,A
CBO,Awang Airport,Cotabato,Philippines,7.165239811,124.2099991,Asia/Manila,N
CBR,Canberra International Airport,Canberra,Australia,-35.30690002,149.1950073,Australia/Sydney,O
CBU,Cottbus-Drewitz Airport,Cottbus,Germany,51.889442,14.531944,Europe/Berlin,E
CCA,Chimore Airport,Chapacura,Bolivia,-16.976834,-65.145568,America/La_Paz,U
CCC,Jardines Del Rey Airport,Cunagua,Cuba,22.46100044,-78.32839966,America/Havana,U
CCH,Chile Chico Airport,Chile Chico,Chile,-46.58330154,-71.68740082,America/Santiago,S
CCJ,Calicut International Airport,Calicut,India,11.13679981,75.95529938,Asia/Calcutta,N
CCL,Chinchilla Airport,Chinchilla,Australia,-26.77499962,150.6170044,Australia/Brisbane,O
CCN,Chakcharan Airport,Chaghcharan,Afghanistan,34.53300095,65.26699829,Asia/Kabul,U
CCR,Buchanan Field,Concord,United States,37.98970032,-122.0569992,America/Los_Angeles,A
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.65469933,88.44670105,Asia/Calcutta,N
CCX,Cáceres Airport,Caceres,Brazil,-16.04360008,-57.62990189,-,S
CCZ,Chub Cay Airport,Chub Cay,Bahamas,25.41710091,-77.88089752,America/Nassau,U
CDB,Cold Bay Airport,Cold Bay,United States,55.20610046,-162.7250061,America/Anchorage,A
CDE,Chengde Puning Airport,Chengde,China,41.1225,118.073889,-,N
CDJ,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-8.348349571,-49.30149841,America/Belem,S
CDP,Kadapa Airport,Cuddapah,India,14.51,78.772778,Asia/Calcutta,N
CDS,Childress Municipal Airport,Childress,United States,34.43379974,-100.288002,America/Chicago,A
CDU,Camden Airport,Camden,Australia,-34.04029846,150.6869965,Australia/Sydney,O
CDW,Essex County Airport,Caldwell,United States,40.87519836,-74.28140259,America/New_York,A
CEC,Jack Mc Namara Field Airport,Crescent City,United States,41.78020096,-124.2369995,America/Los_Angeles,A
CEE,Cherepovets Airport,Cherepovets,Russia,59.27360153,38.01580048,Europe/Moscow,N
CEG,Hawarden Airport,Hawarden,United Kingdom,53.17810059,-2.977780104,Europe/London,E
CEJ,Chernihiv Shestovitsa Airport,Chernigov,Ukraine,51.40219879,31.1583004,Europe/Kiev,E
CEM,Central Airport,Central,United States,65.57379913,-144.7830048,America/Anchorage,A
CEQ,Cannes-Mandelieu Airport,Cannes,France,43.542,6.95348,Europe/Paris,E
CES,Cessnock Airport,Cessnock,Australia,-32.787498,151.341995,Australia/Sydney,O
CEU,Oconee County Regional Airport,Clemson,United States,34.6719017,-82.8864975,America/New_York,A
CEZ,Cortez Municipal Airport,Cortez,United States,37.3030014,-108.6279984,America/Denver,A
CFC,Caçador Airport,Cacador,Brazil,-26.78840065,-50.93980026,America/Sao_Paulo,S
CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,45.7867012,3.169169903,Europe/Paris,E
CFK,Ech Cheliff Airport,Ech-cheliff,Algeria,36.21269989,1.331769943,Africa/Algiers,N
CFO,Confresa Airport,Confresa,Brazil,-10.63440037,-51.56359863,America/Campo_Grande,S
CFS,Coffs Harbour Airport,Coff's Harbour,Australia,-30.32060051,153.1159973,Australia/Sydney,O
CFV,Coffeyville Municipal Airport,Coffeyville,United States,37.09400177,-95.57189941,-,A
CGD,Changde Airport,Changde,China,28.91889954,111.6399994,Asia/Shanghai,U
CGH,Congonhas Airport,Sao Paulo,Brazil,-23.62611008,-46.65638733,America/Sao_Paulo,S
CGJ,Kasompe Airport,Kasompe,Zambia,-12.57279968,27.89389992,Africa/Lusaka,U
CGM,Camiguin Airport,Camiguin,Philippines,9.253520012,124.7070007,Asia/Manila,N
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,34.5196991,113.8410034,Asia/Shanghai,U
CGQ,Longjia Airport,Changchun,China,43.99620056,125.6849976,Asia/Shanghai,U
CGX,Chicago Meigs Airport,Chicago,United States,41.85879898,-87.60790253,America/Chicago,A
CGZ,Casa Grande Municipal Airport,Casa Grande,United States,32.954899,-111.766998,America/Phoenix,U
CHC,Christchurch International Airport,Christchurch,New Zealand,-43.48939896,172.5319977,Pacific/Auckland,Z
CHG,Chaoyang Airport,Chaoyang,China,41.538101,120.434998,Asia/Shanghai,U
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,-9.149609566,-78.52380371,America/Lima,U
CHO,Charlottesville Albemarle Airport,Charlottesville VA,United States,38.1385994,-78.45290375,America/New_York,A
CHR,"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,46.860278,1.721111,Europe/Paris,E
CHT,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,-43.81000137,-176.4570007,Pacific/Chatham,Z
CHX,Cap Manuel Niño International Airport,Changuinola,Panama,9.458962,-82.515062,America/Panama,U
CIA,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949,Europe/Rome,E
CID,The Eastern Iowa Airport,Cedar Rapids,United States,41.88470078,-91.71080017,America/Chicago,A
CIH,Changzhi Airport,Changzhi,China,36.247501,113.125999,Asia/Shanghai,U
CIK,Chalkyitsik Airport,Chalkyitsik,United States,66.64499664,-143.7400055,America/Anchorage,A
CIP,Chipata Airport,Chipata,Zambia,-13.55830002,32.58720016,Africa/Lusaka,U
CIT,Shymkent Airport,Chimkent,Kazakhstan,42.36420059,69.47889709,Asia/Qyzylorda,U
CIW,Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,12.699,-61.3424,America/St_Vincent,U
CIY,Comiso Airport,Comiso,Italy,36.994601,14.607182,Europe/Rome,E
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.139180183,-78.48940277,America/Lima,U
CJC,El Loa Airport,Calama,Chile,-22.49819946,-68.9036026,America/Santiago,S
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,36.717008,127.498741,Asia/Seoul,U
CJM,Chumphon Airport,Chumphon,Thailand,10.71119976,99.36170197,Asia/Bangkok,U
CJS,Abraham González International Airport,Ciudad Juarez,Mexico,31.63610077,-106.4290009,America/Mazatlan,S
CKB,North Central West Virginia Airport,Clarksburg,United States,39.29660034,-80.22810364,America/New_York,A
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983,Asia/Shanghai,U
CKI,Croker Island Airport,Croker Island,Australia,-11.16499996,132.4830017,-,N
CKS,Carajás Airport,Parauapebas,Brazil,-6.115277767,-50.00138855,America/Belem,S
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,United States,36.62189865,-87.41500092,America/Chicago,A
CKZ,Çanakkale Airport,Canakkale,Turkey,40.13769913,26.42679977,Europe/Istanbul,E
CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011,America/New_York,A
CLL,Easterwood Field,College Station,United States,30.58860016,-96.36380005,America/Chicago,A
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-7.320439816,-47.45869827,America/Fortaleza,S
CLP,Clarks Point Airport,Clarks Point,United States,58.83369827,-158.529007,-,A
CLS,Chehalis Centralia Airport,Chehalis,United States,46.67699814,-122.9830017,America/Los_Angeles,A
CLU,Columbus Municipal Airport,Columbus,United States,39.26190186,-85.89630127,-,-
CLW,Clearwater Air Park,Clearwater,United States,27.97669983,-82.75869751,America/New_York,A
CLZ,Calabozo Airport,Calabozo,Venezuela,8.924655914,-67.41709137,America/Caracas,U
CMB,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,7.180759907,79.88410187,Asia/Colombo,U
CME,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,18.65369987,-91.7990036,America/Mexico_City,S
CMG,Corumbá International Airport,Corumba,Brazil,-19.01194382,-57.67139053,America/Campo_Grande,S
CMI,University of Illinois Willard Airport,Champaign,United States,40.03919983,-88.27809906,America/Chicago,A
CMK,Club Makokola Airport,Club Makokola,Malawi,-14.30690002,35.13249969,Africa/Blantyre,U
CMP,Santana do Araguaia Airport,Santana do Araguaia,Brazil,-9.319970131,-50.32849884,America/Belem,S
CMR,Colmar-Houssen Airport,Colmar,France,48.10990143,7.35901022,Europe/Paris,E
CMW,Ignacio Agramonte International Airport,Camaguey,Cuba,21.42029953,-77.84750366,America/Havana,U
CNB,Coonamble Airport,Coonamble,Australia,-30.98329926,148.3760071,Australia/Sydney,O
CND,Mihail Kogălniceanu International Airport,Constanta,Romania,44.36220169,28.48830032,Europe/Bucharest,E
CNG,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,45.65829849,-0.317499995,Europe/Paris,E
CNJ,Cloncurry Airport,Cloncurry,Australia,-20.66860008,140.5039978,Australia/Brisbane,O
CNM,Cavern City Air Terminal,Carlsbad,United States,32.33750153,-104.2630005,America/Denver,A
CNO,Chino Airport,Chino,United States,33.97470093,-117.637001,-,A
CNQ,Corrientes Airport,Corrientes,Argentina,-27.4455,-58.7619,America/Cordoba,N
CNS,Cairns International Airport,Cairns,Australia,-16.88579941,145.7550049,Australia/Brisbane,N
CNW,TSTC Waco Airport,Waco,United States,31.63780022,-97.07409668,America/Chicago,A
CNY,Canyonlands Field,Moab,United States,38.75500107,-109.7549973,America/Denver,A
COD,Yellowstone Regional Airport,Cody,United States,44.52019882,-109.0240021,America/Denver,A
COF,Patrick Air Force Base,Coco Beach,United States,28.23489952,-80.61009979,America/New_York,A
COH,Cooch Behar Airport,Cooch-behar,India,26.33049965,89.46720123,Asia/Calcutta,N
COK,Cochin International Airport,Kochi,India,10.152,76.401901,Asia/Calcutta,N
COO,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061,Africa/Porto-Novo,N
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208,America/Cordoba,N
COT,Cotulla-La Salle County Airport,Cotulla,United States,28.45669937,-99.22029877,America/Chicago,A
COX,Congo Town Airport,Andros,Bahamas,24.158701,-77.589798,America/Nassau,U
CPA,Cape Palmas Airport,Greenville,Liberia,4.379020214,-7.696949959,Africa/Monrovia,U
CPC,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-40.075401,-71.137299,America/Argentina/Salta,N
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.81679916,-90.50029755,America/Mexico_City,S
CPO,Desierto de Atacama Airport,Copiapo,Chile,-27.26119995,-70.77919769,-,-
CPR,Casper-Natrona County International Airport,Casper,United States,42.908001,-106.463997,America/Denver,A
CPV,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.26992,-35.8964,America/Fortaleza,S
CQA,Canarana Airport,Canarana,Brazil,-13.57444382,-52.2705574,-,S
CQF,Calais-Dunkerque Airport,Calais,France,50.96210098,1.954759955,Europe/Paris,E
CQS,Costa Marques Airport,COSTA MARQUES,Brazil,-12.42109966,-64.25160217,-,S
CRC,Santa Ana Airport,Cartago,Colombia,4.75818,-75.9557,America/Bogota,U
CRE,Grand Strand Airport,North Myrtle Beach,United States,33.81169891,-78.72389984,America/New_York,A
CRI,Colonel Hill Airport,Colonel Hill,Bahamas,22.74559975,-74.18240356,America/Nassau,U
