Name,IATA,ICAO,Country,Active
Finalair Congo,4S,FNC,Republic of the Congo,N
Financial Airxpress,,FAK,United States,N
Fine Airlines,,FBF,United States,N
Finist'air,,FTR,France,N
Finnair,AY,FIN,Finland,Y
Finncomm Airlines,FC,WBA,Finland,Y
Finnish Air Force,,FNF,Finland,N
Firefly,FY,FFM,Malaysia,Y
First Air,7F,FAB,Canada,Y
First Air Transport,,JRF,Japan,N
First Cambodia Airlines,,FCC,Cambodia,N
First Choice Airways,DP,FCA,United Kingdom,Y
First City Air,,MBL,United Kingdom,N
First Flying Squadron,,GGA,United States,N
First Line Air,,FIR,Sierra Leone,N
First Sabre,,FTS,Mexico,N
Fischer Air,8F,FFR,Czech Republic,N
Fischer Air Polska,,FFP,Poland,N
Flagship Express Services,,FSX,United States,N
Flair Airlines,,FLE,Canada,N
Flamenco Airways,,WAF,United States,N
Flamingo Air,,FMR,United States,N
Flamingo Air-Line,,FLN,Kazakhstan,N
Flash Airlines,,FSH,Egypt,N
Fleet Requirements Air Direction Unit,,BWY,United Kingdom,N
Fleetair,,FLR,South Africa,N
Flexair,,FXY,Netherlands,N
Flexflight,,FXT,Denmark,N
Flight Alaska,,TUD,United States,N
Flight Calibration Service,,FCK,Germany,N
Flight Centre Victoria,,FCV,Canada,N
Flight Corporation,,FCP,New Zealand,N
Flight Dispatch Services,,FDP,Poland,N
Flight Express,,FLX,United States,N
Flight Inspection Center of the General Administration of Civil Aviation in China,,CFI,China,N
Flight Inspections and Systems,,LTS,Russia,N
Flight International,,IVJ,United States,N
Flight Line,,MIT,United States,N
Flight Ops International,,FOI,United States,N
Flight Options,,OPT,United States,N
Flight Precision Limited,,CLB,United Kingdom,N
Flight Safety Limited,,FSL,United Kingdom,N
Flight Support Sweden,,FSU,Sweden,N
Flight Trac,,CCK,United States,N
Flight Training Europe,,AYR,Spain,N
Flight West Airlines,,FWQ,Australia,N
Flight-Ops International,,KLO,Canada,N
Flightcraft,,CSK,United States,N
Flightexec,,FEX,Canada,N
Flightline,B5,FLT,United Kingdom,Y
Flightpass Limited,,FPS,United Kingdom,N
Flightstar Corporation,,FSR,United States,N
Flightworks,,KDZ,United States,N
Flint Aviation Services,,FAZ,United States,N
Florida Air,,OJY,United States,N
Florida Coastal Airlines,PA,FCL,United States,N
Florida Department of Agriculture,,FFS,United States,N
Florida Jet Service,,FJS,United States,N
Florida West International Airways,RF,FWL,United States,Y
Flugdienst Fehlhaber,,FFG,Germany,N
Flugschule Basel,,FLU,Switzerland,N
Flugschule Eichenberger,,EZB,Switzerland,N
Flugwerkzeuge Aviation Software,,FWZ,Austria,N
Fly Air,F2,FLM,Turkey,N
Fly CI Limited,,FCT,United Kingdom,N
Fly Europa Limited,,FEE,United Kingdom,N
Fly Excellent,,FXL,Sweden,N
Fly International Airways,,NVJ,Tunisia,N
Fly Line,,FIL,Spain,N
Fly Me Sweden,SH,FLY,Sweden,N
Fly Wex,,IAD,Italy,N
AirAsia X,D7,XAX,Malaysia,Y
FlyLal,TE,LIL,Lithuania,Y
FlyNordic,LF,NDC,Sweden,Y
Flybaboo,F7,BBO,Switzerland,Y
Flybe,BE,BEE,United Kingdom,Y
Flycolumbia,,FCE,Spain,N
Flycom,,FLO,Slovenia,N
Flygaktiebolaget Gota Vingar,,GVG,Sweden,N
Flyglobespan,B4,GSM,United Kingdom,Y
Flygprestanda,,FPA,Sweden,N
Flygtransporter I Nykoping,,ETS,Sweden,N
Flyguppdraget Backamo,,INU,Sweden,N
Flyhy Cargo Airlines,,FYH,Thailand,Y
Flying Carpet Company,,FCR,Lebanon,N
Flying Service,,FYG,Belgium,N
Flying-Research Aerogeophysical Center,,FGP,Russia,N
Flylink Express,,FLK,Spain,N
Flyteam Aviation,,FTM,United Kingdom,N
Focus Air,,FKS,United States,N
Fokker,,FOP,Netherlands,N
Fonnafly,,NOF,Norway,N
Ford Motor Company,,FOB,United Kingdom,N
Formosa Airlines,VY,FOS,Taiwan,Y
Formula One Management,,FOR,United Kingdom,N
Forth and Clyde Helicopter Services,,FHS,United Kingdom,N
Fortunair Canada,,FXC,Canada,N
Forward Air International Airlines,BN,,United States,N
Foster Aviation,,FSA,United States,N
Foster Yeoman,,JFY,United Kingdom,N
Fotografia F3,,FTE,Spain,N
Four Island Air,,FIA,Antigua and Barbuda,N
Four Star Aviation / Four Star Cargo,HK,FSC,United States,N
Four Winds Aviation,,WDS,United States,N
Foxair,,FXR,Italy,N
France Douanes,,FDO,France,N
Free Bird Airlines,,FHY,Turkey,N
Freedom Air,,FOM,New Zealand,N
Freedom Air,FP,FRE,United States,Y
Freedom Air Services,,FFF,Nigeria,N
Freedom Airlines,,FRL,United States,Y
Freedom Airways,,FAS,Cyprus,N
Freeway Air,,FWC,Netherlands,N
Freight Runners Express,,FRG,United States,N
Force Aerienne Francaise,,FAF,France,N
Aviation Legere De L'Armee De Terre,,FMY,France,N
France Marine Nationale,,FNY,France,N
Fresh Air,,FRR,Nigeria,N
Freshaer,,FAE,United Kingdom,N
Friendship Air Alaska,,FAL,United States,N
Friendship Airlines,,FLF,Uganda,N
Froggy Corporate Aviation,,FGY,Australia,N
Frontier Airlines,F9,FFT,United States,Y
Frontier Commuter,,ITR,United States,N
Frontier Flying Service,2F,FTA,United States,Y
Frontier Guard,,FNG,Finland,N
Fujairah Aviation Centre,,FUJ,United Arab Emirates,N
Fujian Airlines,,CFJ,China,N
Full Express,,GAX,United States,N
Fumigacion Aerea Andaluza,,FAM,Spain,N
Fun Flying Thai Air Service,,FFY,Thailand,N
Fundació Rego,,ROG,Spain,N
Funtshi Aviation Service,,FUN,Democratic Republic of the Congo,N
Futura Gael,,FGL,Ireland,N
Futura International Airways,FH,FUA,Spain,N
G & L Aviation,,GML,South Africa,N
G5 Executive,,EXH,Germany,N
GAK/Mitchell Aero,,MTA,United States,N
GATSA,,GGS,Mexico,N
GB Airlink,,GBX,United States,N
GB Airways,GT,GBL,United Kingdom,Y
GCS Air Service,,GCS,United States,N
GEC Marconi Avionics,,FFU,United Kingdom,N
GECAS,,GCC,Ireland,N
GENSA,,GEN,Brazil,N
GETRA,,GET,Equatorial Guinea,N
GFW Aviation,,GFW,Australia,N
GH Stansted Limited,,GHI,United Kingdom,N
GM Helicopters,,GMG,Latvia,N
GP Express Airlines,,GPE,United States,N
GPM Aeroservicio,,GPR,Mexico,N
GR-Avia,,GIB,Guinea,N
GST Aero Aircompany,,BMK,Kazakhstan,N
GTA Air,,GTX,United States,N
Ga-Ma Helicoptere,,GAH,France,N
Gabon Express,,GBE,Gabon,N
Gabon-Air-Transport,,GRT,Gabon,N
Gacela Air Cargo,,GIG,Mexico,N
Gail Force Express,,GFC,United States,N
Gain Jet Aviation,,GNJ,Greece,N
Galair International,,SWF,United Kingdom,N
Galaircervis,,GLS,Ukraine,N
Galaxy Air,7O,GAL,Kyrgyzstan,N
Galaxy Airlines,,GXY,Japan,N
Galena Air Service,,GAS,United States,N
Galileo International,1G,,United States,N
Gama Aviation,,GMA,United Kingdom,N
Gambia International Airlines,GC,GNR,Gambia,N
Gambia New Millennium Air,,NML,Gambia,N
Gamisa Aviacion,,GMJ,Spain,N
Gandalf Airlines,G7,GNF,Italy,N
Gander Aviation,,GAN,Canada,N
Garden State Airlines,,GSA,United States,N
Garrison Aviation,,AHM,Canada,N
Garuda Indonesia,GA,GIA,Indonesia,Y
Gatari Hutama Air Services,,GHS,Indonesia,N
Gauteng Air Cargo,,EGO,South Africa,N
Gavina,,GVN,Spain,N
Gazpromavia,4G,GZP,Russia,Y
Geesair,,GEE,Canada,N
Gemini Air Cargo,GR,GCO,United States,N
Gendall Air,,GAB,Canada,N
Gendarmerie Belge,,GDB,Belgium,N
Gendarmie Nationale,,FGN,France,N
General Aerospace,,SWK,Canada,N
General Airways,,GWS,South Africa,N
General Aviation,,GNZ,Poland,N
General Aviation Flying Services,,GTH,United States,N
General Aviation Terminal,,XGA,Canada,N
General Motors,,GMC,United States,N
Genex,,GNX,Belarus,N
Geographic Air Surveys,,GSL,Canada,N
Georgian Airways,A9,TGZ,Georgia,Y
Georgian Aviation Federation,,FGA,Georgia,N
Georgian Cargo Airlines Africa,,GGF,Senegal,N
Georgian National Airlines,QB,GFG,Georgia,Y
DLR,,GPL,Germany,N
German Air Force,,GAF,Germany,N
German Army,,GAM,Germany,N
German Navy,,GNY,Germany,N
German Sky Airlines,,GHY,Germany,N
Germania,ST,GMI,Germany,Y
Germanwings,4U,GWI,Germany,Y
Gerry's Dnata,,GDN,Pakistan,N
Gesekkschaft Fur Flugzieldarstellung,,GFD,Germany,N
Gestair,GP,GES,Spain,N
Gestar,,GTR,Chile,N
Gestion Aerea Ajecutiva,,GJT,Spain,N
Ghadames Air Transport,,GHT,Libya,N
Ghana Airways,,GHA,Ghana,N
Ghana International Airlines,G0,GHB,Ghana,Y
Gibson Aviation,,NTC,United States,N
Global Air Charter,,RPS,United States,N
Global Air Operations,,GAG,Comoros,N
Global Air Services Nigeria,,GBS,Nigeria,N
Global Aircargo,,GLC,Bahrain,N
Global Airways,,BSP,Democratic Republic of Congo,N
Global Aviation Operations,,GBB,South Africa,N
Global Aviation and Services Group,,GAK,Libya,N
Global Georgian Airways,,GGZ,Georgia,N
Global Jet Austria,,GLJ,Austria,N
Global Jet Corporation,,NSM,United States,N
Global Jet Luxembourg,,SVW,Luxembourg,N
Global Sky Aircharter,,GSK,United States,N
Global Supply Systems,,GSS,United Kingdom,N
Global System,,XGS,United States,N
Global Weather Dynamics,,XGW,United States,N
Global Wings,,GLW,Japan,N
Globe Jet,,GJA,Lebanon,N
Go Air,G8,GOW,India,Y
Go One Airways,GK,,United Kingdom,N
GoJet Airlines,G7,GJS,United States,Y
Gobierno De Guinea Ecuatorial,,GGE,Equatorial Guinea,N
Gof-Air,,GOF,Mexico,N
Gofir,,GOI,Switzerland,N
Gol Transportes Aéreos,G3,GLO,Brazil,Y
Gold Belt Air Transport,,GBT,Canada,N
GoldAir,,GDA,United Kingdom,N
Goldeck-Flug,,GDK,Austria,N
Golden Air,DC,GAO,Sweden,Y
Golden Airlines,,GDD,United States,N
Golden Pacific Airlines,,GPA,United States,N
Golden Rule Airlines,,GRS,Kyrgyzstan,N
Golden Star Air Cargo,,GLD,Sudan,N
Goldfields Air Services,,GOS,Australia,N
Golfe Air Quebec,,GAQ,Canada,N
Goliaf Air,,GLE,Sao Tome and Principe,N
Gomel Airlines,,GOM,Belarus,N
Goodridge (UK) Limited,,RDR,United Kingdom,N
Gorkha Airlines,G1,IKA,Nepal,N
Gorlitsa Airlines,,GOR,Ukraine,N
Government Flying Service,,HKG,Hong Kong SAR of China,N
Government of Zambia Communications Flight,,GRZ,Zambia,N
Grampian Flight Centre,,HLD,United Kingdom,N
Granada Aviacion,,GAV,Spain,N
Grand Aire Express,,GAE,United States,N
Grand Airways,,GND,United States,N
Grand Canyon Airlines,,CVU,United States,N
Grant Aviation,GS,GUN,United States,N
Grantex Aviation,,LMK,United Kingdom,N
Great American Airways,,GRA,United States,N
Great Lakes Airlines,ZK,GLA,United States,Y
Great Lakes Airways (Uganda),,GLU,Uganda,N
Great Plains Airlines,,GRP,United States,N
Great Wall Airlines,IJ,GWL,China,N
Great Western Air,,GWA,United States,N
Hellenic Air Force,,HAF,Greece,N
Greek Navy,,HNA,Greece,N
Griffin Aviation,,GFF,Cyprus,N
Grixona,,GXA,Moldova,N
Grizodubova Air Company,,GZD,Russia,N
Grossmann Air Service,,HTG,Austria,N
Grossmann Jet Service,,GSJ,Czech Republic,N
Ground Handling Service de Mexico,,GHV,Mexico,N
Grup Air-Med,,GPM,Spain,N
Grupo De Aviacion Ejecutiva,,EJC,Mexico,N
Grupo TACA,TA,TAT,Costa Rica,Y
Grupo Vuelos Mediterraneo,,VMM,Spain,N
Grupoaereo Monterrey,,GMT,Mexico,N
Guard Systems,,GSY,Norway,N
Guine Bissaur Airlines,G6,BSR,Guinea-Bissau,N
Guinea Airways,,GIJ,Guinea,N
Guinea Cargo,,GNC,Equatorial Guinea,N
Guinee Airlines,J9,GIF,Guinea,N
Guinea Ecuatorial Airlines,,GEA,Equatorial Guinea,N
Guinee Paramount Airlines,,GIQ,Guinea,N
Guizhou Airlines,,CGH,China,N
Guja,,GUS,Mexico,N
Gujarat Airways,G8,GUJ,India,N
Gulf & Caribbean Cargo / Contract Air Cargo,,TSU,United States,N
Gulf African Airlines - Gambia,,GUF,,N
Gulf Air,,GFA,Oman,Y
Gulf Air Bahrain,GF,GBA,Bahrain,Y
Gulf Air Inc,,GAT,United States,N
Gulf Central Airlines,,GCN,United States,N
Gulf Flite Center,,SFY,United States,N
Gulf Pearl Air Lines,,GPC,Libya,N
Gulfstream Aerospace,,GLF,United States,N
Gulfstream Airlines,,GFS,United States,N
Gulfstream International Airlines,,GFT,United States,Y
Gull Air,,GUL,United States,N
Gum Air,,GUM,Suriname,N
Guneydogu Havacilik Isletmesi,,GDH,Turkey,N
Guyana Airways 2000,GY,,,N
Gwyn Aviation,,GWN,United Kingdom,N
HC Airlines,,HLA,United Kingdom,N
HPM Investments,,HWD,United Kingdom,N
HT Helikoptertransport,,KTR,Sweden,N
HTA Helicopteros,,AHT,Portugal,N
Hadison Aviation,,FMS,United States,N
Hageland Aviation Services,H6,HAG,United States,Y
Hagondale Limited,,POW,United Kingdom,N
Hahn Air,HR,HHN,Germany,N
Hainan Airlines,HU,CHH,China,Y
Hainan Phoenix Information Systems,1R,,China,N
Haiti Air Freight,,HLS,Haiti,N
Haiti Ambassador Airlines,2T,HAM,Haiti,Y
Haiti International Air,,HTI,Haiti,N
Haiti International Airline,,HRB,Haiti,N
Haiti National Airlines (HANA),,HNR,Haiti,N
Haiti North Airline,,HTN,Haiti,N
Haiti Trans Air,,HTC,Haiti,N
Haitian Aviation Line,,HBC,Haiti,N
Hajvairy Airlines,,HAJ,Pakistan,N
Hak Air,,HKL,Nigeria,N
Hala Air,,HLH,Sudan,N
Halcyon Air/Bissau Airways,,HCN,Guinea-Bissau,N
Hamburg International,4R,HHI,Germany,Y
Hamlin Jet,,HJL,United Kingdom,N
Hamra Air,,HMM,United Arab Emirates,N
Hand D Aviation,,WVA,United States,N
Hangar 8,,HGR,United Kingdom,N
Hangard Aviation,,HGD,Mongolia,N
Hansung Airlines,,HAN,Republic of Korea,N
TUIfly,X3,HLX,Germany,Y
Hapagfly,HF,HLF,Germany,Y
Harbor Airlines,HB,HAR,United States,N
Harmony Airways,HQ,HMY,Canada,N
Haughey Air,,NBR,United Kingdom,N
Haverfordwest Air Charter Services,,PYN,United Kingdom,N
Havilah Air Services,,HAV,Nigeria,N
Hawaiian Airlines,HA,HAL,United States,Y
Hawaiian Pacific Airlines,HP,,United States,N
Hawk Air,,HKR,Argentina,N
Hawk De Mexico,,HMX,Mexico,N
Hawkair,BH,,Canada,Y
Hawkaire,,HKI,United States,N
Hazelton Airlines,,HZL,Australia,N
Heavylift Cargo Airlines,HN,HVY,Australia,N
Heavylift International,,HVL,United Arab Emirates,N
Helcopteros De Cataluna,,HDC,Spain,N
Helenair (Barbados),,HCB,Barbados,N
Helenair Corporation,,HCL,Saint Lucia,N
Helenia Helicopter Service,,HHP,Denmark,N
Heli Air Services,,HLR,Bulgaria,N
Heli Ambulance Team,,ALJ,Austria,N
Heli Bernina,,HEB,Switzerland,N
Heli France,8H,HFR,France,Y
Heli Hungary,,HYH,Hungary,N
Heli Medwest De Mexico,,HLM,Mexico,N
Heli Securite,,HLI,France,N
Heli Trip,,HTP,Mexico,N
Heli Union Heli Prestations,,HLU,France,N
Heli-Air-Monaco,,MCM,Monaco,N
Heli-Holland,,HHE,Netherlands,N
Heli-Iberica,,HRA,Spain,N
Heli-Iberica Fotogrametria,,HIF,Spain,N
Heli-Inter Guyane,,HIG,France,N
Heli-Link,,HLK,Switzerland,N
Heliamerica De Mexico,,HMC,Mexico,N
Heliavia-Transporte Aereo,,HEA,Portugal,N
Heliaviation Limited,,CDY,United Kingdom,N
Helibravo Aviacao,,HIB,Portugal,N
Helicap,,HLC,France,N
Helicentre Coventry,,COV,United Kingdom,N
Helicol,,HEL,Colombia,N
Helicopter,,HCP,Czech Republic,N
Helicopter & Aviation Services,,JKY,United Kingdom,N
Helicopter Training & Hire,,MVK,United Kingdom,N
Helicopteros Aero Personal,,HAP,Mexico,N
Helicopteros Agroforestal,,HAA,Chile,N
Helicopteros Internacionales,,HNT,Mexico,N
Helicopteros Y Vehiculos Nacionales Aereos,,HEN,Mexico,N
Helicsa,,HHH,Spain,N
Helijet,JB,JBA,Canada,Y
Helikopterdrift,,HDR,Norway,N
Helikopterservice Euro Air,,SCO,Sweden,N
Heliocean,,OCE,France,N
Helios Airways,ZU,HCY,Cyprus,N
Helipistas,,HLP,Spain,N
Heliportugal,,HPL,Portugal,N
Heliservicio Campeche,,HEC,Mexico,N
Helisul,,HSU,Portugal,N
Heliswiss,,HSI,Switzerland,N
Helitafe,,HLT,Mexico,N
Helitalia,,HIT,Italy,N
Helitaxi Ofavi,,OFA,Mexico,N
Helitrans,,HTA,Norway,N
Helitrans Air Service,,HTS,United States,N
Heliworks,,HLW,Chile,N
Hellas Jet,T4,HEJ,Greece,Y
Hello,HW,FHE,Switzerland,Y
Helog,,HLG,Switzerland,N
Helvetic Airways,2L,OAW,Switzerland,Y
Hemus Air,DU,HMS,Bulgaria,N
Henebury Aviation,,HAC,Australia,N
Heritiage Flight (Valley Air Services),,SSH,United States,N
Herman's Markair Express,,MRX,United States,N
Herritage Aviation Developments,,HED,United Kingdom,N
Hewa Bora Airways,EO,ALX,Democratic Republic of the Congo,N
Hex'Air,UD,HER,France,Y
Hi-Jet Helicopter Services,,HHS,Suriname,N
Hi Fly,5K,HFY,Portugal,N
High-Line Airways,,HLB,Canada,N
Highland Airways,,HWY,United Kingdom,Y
Hispaniola Airways,,HIS,Dominican Republic,N
Hogan Air,,HGA,United States,N
Hokkaido Air System,,NTH,Japan,N
Hokkaido International Airlines,HD,ADO,Japan,Y
Hokuriki-Koukuu Company,,ABH,Japan,N
Hola Airlines,H5,HOA,Spain,N
Holding International Group,,HIN,Mexico,N
Holiday Airlines,,HOL,United States,N
Holstenair Lubeck,,HTR,Germany,N
Homac Aviation,,HMV,Luxembourg,N
Honduras Airlines,,HAS,Honduras,N
Hong Kong Airlines,HX,CRK,Hong Kong SAR of China,Y
Hong Kong Express Airways,UO,HKE,Hong Kong SAR of China,Y
Honiara Cargo Express,,HEX,Solomon Islands,N
Hop-A-Jet,,HPJ,United States,N
Hope Air,HH,,Canada,N
Horizon Air,QX,QXE,United States,Y
Horizon Air Service,,KOK,United States,N
Horizon Air for Transport and Training,,HSM,Libya,N
Horizon Air-Taxi,,HOR,Switzerland,N
Horizon Airlines,BN,HZA,Australia,Y
Horizon Plus,,HPS,Bangladesh,N
Horizons Unlimited,,HUD,United States,N
Horizontes Aereos,,HOZ,Mexico,N
Hoteles Dinamicos,,HDI,Mexico,N
Houston Helicopters,,HHO,United States,N
Houston Jet Services,,GGV,Austria,N
Hozu-Avia,,OZU,Kazakhstan,N
Hub Airlines,,HUB,United States,N
Huessler Air Service,,HUS,United States,N
Hughes Aircraft Company,,GMH,United States,N
Hummingbird Helicopter Service,,WHR,United States,N
Hunair Hungarian Airlines,,HUV,Hungary,N
Hungarian Air Force,,HUF,Hungary,N
Hyack Air,,HYA,Canada,N
Hydro Air Flight Operations,,HYC,South Africa,N
Hydro-Québec,,HYD,Canada,N
Héli Sécurité Helicopter Airlines,H4,,France,N
International Air Carrier Association,,ITC,Belgium,N
IBC Airways,II,CSQ,United States,N
IBL Aviation,,IBL,Mauritius,N
IBM Euroflight Operations,,BBL,Switzerland,N
ICAO,,YYY,,N
ICAR Airlines,C3,,Ukraine,N
ICC Canada,,CIC,Canada,N
IDG Technology Air,,IDG,Czech Republic,N
IFL Group,,IFL,United States,N
II Lione Alato Arl,,RDE,United Kingdom,N
IJM International Jet Management,,IJM,Austria,N
IKI International Airlines,,IKK,Japan,N
IKON FTO,,IKN,Germany,N
IMP Aviation Services,,BLU,Canada,N
IMP Group Aviation Services,,XGG,Canada,N
INFINI Travel Information,1F,,Japan,N
IPEC Aviation,,IPA,Australia,N
IPM Europe,,IPM,United Kingdom,N
IRS Airlines,,LVB,Nigeria,N
ISD Avia,,ISD,Ukraine,N
ITA Software,1U,,United States,N
IVV Femida,,FDF,Russia,N
Iberia Airlines,IB,IBE,Spain,Y
Ibertour Servicios Aereos,,IBR,Spain,N
Ibertrans Aerea,,IBT,Spain,N
Iberworld,TY,IWD,Spain,Y
Ibex Airlines,FW,IBX,Japan,Y
Ibicenca Air,,IBC,Spain,N
Ibk-Petra,,AKI,Sudan,N
Icar Air,,RAC,Bosnia and Herzegovina,Y
Icare Franche Compte,,FRC,France,N
Icaro,,ICD,Ecuador,N
Icaro,,ICA,Italy,N
Icarus,,IUS,Italy,N
Icejet,,ICJ,Iceland,N
Icelandair,FI,ICE,Iceland,Y
Icelandic Coast Guard,,ICG,Iceland,N
Ikaros DK,,IKR,Denmark,N
Il Ciocco International Travel Service,,CIO,Italy,N
Il-Avia,,ILV,Russia,N
Ildefonso Redriguez,,IDL,Mexico,N
Iliamna Air Taxi,,IAR,United States,N
Ilpo Aruba Cargo,,ILP,Aruba,N
Ilyich-Avia,,ILL,Ukraine,N
Imaer,,IMR,Portugal,N
Imair Airlines,IK,ITX,Azerbaijan,Y
Imperial Airways,,PNX,United States,N
Imtrec Aviation,,IMT,Cambodia,N
Independence Air,DH,IDE,United States,N
Independent Air Freighters,,IDP,Australia,N
IndiGo Airlines,6E,IGO,India,Y
India International Airways,,IIL,India,N
Indian Air Force,,IFC,India,N
Indian Airlines,IC,IAC,India,Y
Indicator Company,,IDR,Hungary,N
Indigo,I9,IBU,United States,Y
Indonesia Air Transport,,IDA,Indonesia,N
Indonesia AirAsia,QZ,AWQ,Indonesia,Y
Indonesian Airlines,IO,IAA,Indonesia,Y
Industri Pesawat Terbang Nusantara,,IPN,Indonesia,N
Industrias Titan,,ITN,Spain,N
Infinit Air,,FFI,Spain,N
Inflite The Jet Centre,,INS,United Kingdom,N
Innotech Aviation,,IVA,Canada,N
Insel Air International,,INC,Netherlands Antilles,N
Instituto Cartografico de Cataluna,,ICC,Spain,N
Intair,,INT,Canada,N
Intal Avia,,INL,Kyrgyzstan,N
Intavia Limited,,FFL,United Kingdom,N
InteliJet Airways,IJ,IJT,Colombia,N
Intensive Air,,XRA,South Africa,N
Inter Air,,ITW,Bulgaria,N
Inter Express,,INX,Turkey,N
Inter Islands Airlines,H4,IIN,Cape Verde,N
Inter RCA,,CAR,Central African Republic,N
Inter Tropic Airlines,,NTT,Sierra Leone,N
Inter-Air,,ITA,United States,N
Inter-Canadian,,ICN,Canada,N
Inter-Island Air,,UGL,United States,N
Inter-Mountain Airways,,IMA,United States,N
Inter-State Aviation,,ITS,United States,N
Interair South Africa,D6,ILN,South Africa,Y
Interaire,,NTE,Mexico,N
Interavia Airlines,ZA,SUW,Russia,Y
Interaviatrans,,IVT,Ukraine,N
Intercontinental de Aviaci,RS,ICT,Colombia,N
Intercopters,,ICP,Spain,N
Interflight,,IFT,United Kingdom,N
Interflight (Learjet),,IJT,United Kingdom,N
Interfly,,RFL,Italy,N
Interfreight Forwarding,,IFF,Sudan,N
Interguide Air,,IGN,Nigeria,N
Interisland Airlines,,ISN,Philippines,N
Interisland Airways Limited,,IWY,Turks and Caicos Islands,N
Interjet,,MTF,Italy,N
Interjet Helicopters,,IHE,Greece,N
Interlink Airlines,ID,ITK,South Africa,Y
International Air Cargo Corporation,,IAK,Egypt,N
International Air Corporation,,EXX,United States,N
International Air Service,,IAS,United States,N
International Air Services,,IAX,Liberia,N
International Business Air,6I,IBZ,Sweden,N
International Business Aircraft,,IBY,United States,N
International Charter Services,,ICS,Mexico,N
International Charter Xpress,,ICX,United States,N
International Committee of the Red Cross,,RED,Switzerland,N
