IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
LPP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743,349,2,E,Europe/Helsinki
MHQ,Mariehamn Airport,Mariehamn,Finland,60.12220001,19.89819908,17,2,E,Europe/Mariehamn
-,Menkijarvi Airport,Menkijarvi,Finland,62.94670105,23.51889992,331,2,E,Europe/Helsinki
MIK,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799,329,2,E,Europe/Helsinki
-,Nummela Airport,Nummela,Finland,60.33390045,24.29640007,367,2,E,Europe/Helsinki
OUL,Oulu Airport,Oulu,Finland,64.93009949,25.35460091,47,2,E,Europe/Helsinki
-,Piikajarvi Airport,Piikajarvi,Finland,61.24560165,22.19339943,148,2,E,Europe/Helsinki
POR,Pori Airport,Pori,Finland,61.46170044,21.79999924,44,2,E,Europe/Helsinki
-,Pudasjärvi Airport,Pudasjarvi,Finland,65.40219879,26.94689941,397,2,E,Europe/Helsinki
-,Pyhäsalmi Airport,Pyhasalmi,Finland,63.73189926,25.92630005,528,2,E,Europe/Helsinki
-,Raahe Pattijoki Airport,Pattijoki,Finland,64.68810272,24.69580078,118,2,E,Europe/Helsinki
-,Rantasalmi Airport,Rantasalmi,Finland,62.06549835,28.35650063,292,2,E,Europe/Helsinki
RVN,Rovaniemi Airport,Rovaniemi,Finland,66.56479645,25.83040047,642,2,E,Europe/Helsinki
-,Rayskala Airport,Rayskala,Finland,60.74470139,24.10779953,407,2,E,Europe/Helsinki
SVL,Savonlinna Airport,Savonlinna,Finland,61.94309998,28.94510078,311,2,E,Europe/Helsinki
-,Selanpaa Airport,Selanpaa,Finland,61.06240082,26.7989006,417,2,E,Europe/Helsinki
SOT,Sodankyla Airport,Sodankyla,Finland,67.39499664,26.61910057,602,2,E,Europe/Helsinki
TMP,Tampere-Pirkkala Airport,Tampere,Finland,61.41410065,23.60440063,390,2,E,Europe/Helsinki
-,Teisko Airport,Teisko,Finland,61.7733,24.027,515,2,E,Europe/Helsinki
TKU,Turku Airport,Turku,Finland,60.51409912,22.26280022,161,2,E,Europe/Helsinki
UTI,Utti Air Base,Utti,Finland,60.89640045,26.93840027,339,2,E,Europe/Helsinki
VAA,Vaasa Airport,Vaasa,Finland,63.05070114,21.7621994,19,2,E,Europe/Helsinki
VRK,Varkaus Airport,Varkaus,Finland,62.17110062,27.86860085,286,2,E,Europe/Helsinki
YLI,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778,252,2,E,Europe/Helsinki
BFS,Belfast International Airport,Belfast,United Kingdom,54.65750122,-6.215829849,268,0,E,Europe/London
ENK,St Angelo Airport,Enniskillen,United Kingdom,54.39889908,-7.651669979,155,0,E,Europe/London
BHD,George Best Belfast City Airport,Belfast,United Kingdom,54.61809921,-5.872499943,15,0,E,Europe/London
LDY,City of Derry Airport,Londonderry,United Kingdom,55.0428009,-7.161109924,22,0,E,Europe/London
BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947,327,0,E,Europe/London
CVT,Coventry Airport,Coventry,United Kingdom,52.36970139,-1.479719996,267,0,E,Europe/London
-,Leicester Airport,Leicester,United Kingdom,52.60779953,-1.031939983,469,0,E,Europe/London
GLO,Gloucestershire Airport,Golouchestershire,United Kingdom,51.89419937,-2.167220116,101,0,E,Europe/London
-,Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,52.51750183,-2.259439945,283,0,E,Europe/London
GBA,Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694,433,0,E,Europe/London
-,Turweston Airport,Turweston,United Kingdom,52.04079819,-1.095559955,448,0,E,Europe/London
-,Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,52.19219971,-1.614439964,159,0,E,Europe/London
MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,257,0,E,Europe/London
-,Manchester Woodford Airport,Woodfort,United Kingdom,53.3381,-2.14889,295,0,E,Europe/London
-,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,51.08720016,-4.15034008,27,0,E,Europe/London
NQY,Newquay Cornwall Airport,Newquai,United Kingdom,50.44060135,-4.995409966,390,0,E,Europe/London
LYE,RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343,513,0,E,Europe/London
-,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,51.15219879,-1.747410059,407,0,E,Europe/London
-,RNAS Culdrose,Culdrose,United Kingdom,50.08610153,-5.255710125,267,0,E,Europe/London
-,MoD St. Athan,St. Athan,United Kingdom,51.4048,-3.43575,163,0,E,Europe/London
YEO,RNAS Yeovilton,Yeovilton,United Kingdom,51.00939941,-2.638819933,75,0,E,Europe/London
HAW,Haverfordwest Airport,Haverfordwest,United Kingdom,51.83309937,-4.961110115,159,0,E,Europe/London
CWL,Cardiff International Airport,Cardiff,United Kingdom,51.39670181,-3.343329906,220,0,E,Europe/London
SWS,Swansea Airport,Swansea,United Kingdom,51.6053009,-4.067830086,299,0,E,Europe/London
BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,622,0,E,Europe/London
LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.33359909,-2.849720001,80,0,E,Europe/London
LTN,London Luton Airport,London,United Kingdom,51.87469864,-0.368333012,526,0,E,Europe/London
